,,PE_RATIO,EV_TO_T12M_EBITDA,INVENT_TURN,EBIT_MARGIN,NET_DEBT_TO_EBITDA,NET_FIX_ASSET_TURN,TRAILING_12M_CASH_FLOW_MARGIN,TRAIL_12M_NET_SALES
1068 HK Equity,20121231,5.080367643,17.48738045,17.04500007,1.435453689,3.426157602,1.929299758,-2.885054047,28388.307
206 HK Equity,20121231,18.80188915,8.255436104,0.944371046,4.243478806,-0.819027661,3.209781501,#N/A N/A,127.584
2600 HK Equity,20121231,#N/A N/A,30.37819747,6.066167791,-0.32394592,16.85186736,1.564338526,-5.430419618,151602.465
459 HK Equity,20121231,17.56756692,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,536.365
3389 HK Equity,20121231,1.408155829,7.587026081,1.848620268,11.83422818,1.278788455,15.6004207,-5.983427358,11717.866
1788 HK Equity,20121231,8.072478141,14.77534707,#N/A N/A,#N/A N/A,0.708763407,1.573863675,#N/A N/A,702.184
330 HK Equity,20121231,2.649851286,6.103349567,3.830239406,3.663185811,-0.805735931,6.775606469,2.429968507,30165
991 HK Equity,20121231,8.70467185,#N/A N/A,#N/A N/A,14.29486583,#N/A N/A,0.382912747,12.4069416,75937.264
1800 HK Equity,20121231,7.71764025,7.034473145,10.5918445,6.049062276,3.171809912,4.509047297,0.96646471,280093
380 HK Equity,20121231,198.9795845,25.12640344,2.100489024,3.036761945,4.335641218,85.79534451,#N/A N/A,460.721
2388 HK Equity,20121231,14.47840449,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1.335569294,#N/A N/A,53360
670 HK Equity,20121231,12.99023288,9.379245678,#N/A N/A,4.36442761,5.611039675,1.116765191,14.76584169,84537.294
1393 HK Equity,20121231,0.918077305,7.608789976,5.318777411,36.62108854,4.744267987,0.250270272,35.45218599,2998.368
257 HK Equity,20121231,28.45903026,12.51908913,29.57022092,41.83159477,2.668550023,3.310822859,9.510860869,3124.796
1215 HK Equity,20121231,#N/A N/A,70.73827894,405.5813573,-3.425408126,-4.486120251,0.993017098,9.836339045,779.294
297 HK Equity,20121231,7.144037879,7.551597166,5.834968244,2.583315691,2.785981902,7.299261089,1.031246272,40749.917
893 HK Equity,20121231,0.745733484,1.951084311,6.711374334,40.27419275,-0.754761224,0.710284891,66.81279558,1641.473
82822 HK Equity,20121231,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
2700 HK Equity,20121231,0.151289491,7.589114874,712.6545123,9.903891306,0.395927042,138.3812274,#N/A N/A,479.145
218 HK Equity,20121231,12.08791247,14.93639751,#N/A N/A,#N/A N/A,-4.986204994,16.76779457,#N/A N/A,333.427595
8129 HK Equity,20121231,#N/A N/A,#N/A N/A,7.443609023,-601.5852334,#N/A N/A,13.02687412,#N/A N/A,4.605
190 HK Equity,20121231,267.8937589,13.84992949,0.707752075,64.24870466,1.772672016,0.036581531,-128.238342,424.6
542 HK Equity,20121231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1198 HK Equity,20121231,7.088282981,6.410191739,2.873983429,13.16962361,1.700159851,1.296433638,#N/A N/A,1333.417
1555 HK Equity,20121231,0.322806264,3.313719296,#N/A N/A,37.94658927,1.232026872,0.706867033,39.17301672,3300.236
1031 HK Equity,20121231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
326 HK Equity,20121231,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,1219.353
3300 HK Equity,20121231,#N/A N/A,11.55081383,4.22627035,-4.293791775,5.644145925,0.731262846,#N/A N/A,2587.084
135 HK Equity,20121231,8.34874549,8.398546076,#N/A N/A,32.54021673,0.401507222,0.741413511,40.26048327,24284.95397
1231 HK Equity,20121231,#N/A N/A,#N/A N/A,1.22007874,-309.7068033,#N/A N/A,0.016781273,-322.8200019,10.539
1060 HK Equity,20121231,#N/A N/A,#N/A N/A,97.85233442,-63.62189543,#N/A N/A,3.364489839,-3.610677791,236.8561161
1186 HK Equity,20121231,13.60522821,#N/A N/A,4.76333152,3.11544813,#N/A N/A,10.68713606,0.099743569,423192.345
1082 HK Equity,20121231,10.11523715,2.016101957,#N/A N/A,11.45568548,-2.630472236,15.37868295,10.24873374,318.654
397 HK Equity,20130630,#N/A N/A,#N/A N/A,0.401608579,-558.4404553,#N/A N/A,0.027468387,598.114276,17.659
1387 HK Equity,20130630,55.22340137,9.553684778,0.049999343,302.5883943,2.978293331,0.027418897,-193.7669849,688.11
152 HK Equity,20130630,132.3706404,9.278194401,363.8553581,40.04455778,3.315388522,1.177393324,37.50787959,5739.514
2823 HK Equity,20130630,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
3800 HK Equity,20130630,#N/A N/A,20.32020069,7.012965467,0.685205933,11.6431397,0.518100705,1.466639604,18178.883
1339 HK Equity,20130630,15.08039222,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,257349
939 HK Equity,20130630,7.037004769,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
2324 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3988 HK Equity,20130630,5.654309344,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.313300336,#N/A N/A,624829
723 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,76.55
3339 HK Equity,20130630,64.6309863,12.74104843,1.790691274,6.925943431,4.78233585,1.977423065,10.13299959,7895.964
566 HK Equity,20130630,#N/A N/A,2.628112069,2.102022804,62.5580318,0.042420162,21.77197763,27.50372488,2756.463
269 HK Equity,20130630,#N/A N/A,#N/A N/A,36.18380952,-3.732600344,#N/A N/A,0.528027125,#N/A N/A,4569.415
3333 HK Equity,20130630,27.16186376,5.716578423,0.379030698,25.14287359,2.499561378,2.172582497,-8.374359214,65260.838
196 HK Equity,20130630,2.691019893,11.78334233,1.553865705,13.24433303,0.834693666,2.859634943,-10.88248531,5068.447
985 HK Equity,20130630,0.741197549,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,171.598
702 HK Equity,20130630,#N/A N/A,#N/A N/A,11.14937486,-192.7312319,#N/A N/A,0.116352113,#N/A N/A,28.932
653 HK Equity,20130630,1.32432429,8.69152723,6.370038602,9.291136058,-0.846034501,32.81378295,#N/A N/A,2807.859
8116 HK Equity,20130630,#N/A N/A,#N/A N/A,2.061955245,-43.86555555,#N/A N/A,8.859033693,#N/A N/A,198.119
76 HK Equity,20130630,0.976563882,0.133566818,4.747767206,10.33115067,-3.573964119,3.24768992,-43.54984233,111.943
1191 HK Equity,20130630,#N/A N/A,#N/A N/A,5.662420382,-27.51183851,#N/A N/A,1.007422461,-20.09685403,139.798
603 HK Equity,20130630,3.85343424,#N/A N/A,18.9570972,18.26364965,#N/A N/A,1.769528982,22.44775872,4889.428
2628 HK Equity,20130630,43.81152883,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,371485
857 HK Equity,20130630,5.95195844,6.357994228,#N/A N/A,7.80162287,1.398563364,1.450773175,10.12103649,2209912
766 HK Equity,20130630,#N/A N/A,#N/A N/A,4.088702664,-163.1040875,#N/A N/A,0.593648701,-104.1902979,54.483
3818 HK Equity,20130630,25.74408126,#N/A N/A,2.532495105,3.904297114,-45.61460475,14.58909986,16.49848715,1771.817
449 HK Equity,20130630,4.552541751,15.30687456,2.985729804,3.677639632,12.25420919,7.252020878,10.87981409,8801.814
992 HK Equity,20130630,11.21547181,6.963299035,18.72249013,2.471783096,-2.953350954,55.97234712,0.191220834,33873.401
2005 HK Equity,20130630,71.02749369,13.66309727,3.77178589,15.31322048,0.795644172,1.375320287,10.00993959,2430.684
1083 HK Equity,20130630,17.32513923,19.30520603,#N/A N/A,14.34669389,3.296616147,0.720873131,26.97282089,5183.466
585 HK Equity,20130630,#N/A N/A,42.41603913,89.67701863,-57.22777536,-14.76544576,36.53333333,-25.06877111,146.864
8202 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,68.072
3328 HK Equity,20130630,5.586395594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,6.433830615,#N/A N/A,277089
1030 HK Equity,20130630,33.18017718,4.393130688,0.557764486,16.72572078,1.622274469,5.375549645,6.368933371,17517.266
3303 HK Equity,20130630,9.56853666,15.22815417,43.534363,4.084197866,0.435601793,1.785181807,13.48621622,608.614
751 HK Equity,20130630,3.710547957,8.003871763,6.882679036,5.240059222,1.517662451,12.09013904,#N/A N/A,37824
8351 HK Equity,20130630,#N/A N/A,#N/A N/A,1.537473002,-7.617396058,#N/A N/A,74.79936102,#N/A N/A,351.183
850 HK Equity,20130630,#N/A N/A,#N/A N/A,91.3410782,-8.051743782,#N/A N/A,4.640459269,#N/A N/A,991.81
1288 HK Equity,20130630,6.332657764,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,4.594825928,#N/A N/A,621101
981 HK Equity,20130630,#N/A N/A,3.833644098,5.818703806,6.303511847,1.027455374,0.735347283,30.62838379,1870.497
493 HK Equity,20130630,#N/A N/A,#N/A N/A,5.043566299,-1.881622746,#N/A N/A,12.16109984,8.265719171,49352.826
353 HK Equity,20130630,#N/A N/A,5.806551684,25.31836107,11.70640541,-0.273026086,0.482611401,#N/A N/A,307.131
2012 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,#N/A N/A,0
728 HK Equity,20130630,17.41157758,4.921649028,#N/A N/A,7.484288505,0.947135134,0.759297656,24.96423184,283073
2866 HK Equity,20130630,7.455506878,#N/A N/A,18.96046687,-0.67901375,#N/A N/A,0.92584698,1.150282947,33975.73691
2899 HK Equity,20130630,10.78730781,#N/A N/A,3.828103908,16.73036766,#N/A N/A,2.245782064,2.586652137,50458.28113
399 HK Equity,20130630,#N/A N/A,#N/A N/A,40.05194805,-2010.120311,#N/A N/A,0.050957481,#N/A N/A,2.826
661 HK Equity,20130630,4.793102132,15.02677091,6.517952487,1.544871874,9.196128226,5.124640039,-3.264048706,28878.123
362 HK Equity,20130630,#N/A N/A,#N/A N/A,3.836313702,-96.86681537,#N/A N/A,0.083171792,#N/A N/A,298.578
3337 HK Equity,20130630,4.798933102,14.25613195,2.909369228,19.85345581,0.004197769,2.580448873,17.43819039,2004.583
1318 HK Equity,20130630,#N/A N/A,#N/A N/A,1.699136602,-74.90737081,#N/A N/A,0.944203018,-11.59248425,379.47
8171 HK Equity,20130630,#N/A N/A,#N/A N/A,388.2110818,-1.812134721,#N/A N/A,86.65703422,#N/A N/A,227.908
858 HK Equity,20130630,14.70588294,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,151.068
815 HK Equity,20130630,#N/A N/A,3.215102173,7.869659247,16.38244226,-0.421599099,9.379443703,11.97352794,1540.039
998 HK Equity,20130630,5.777819551,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14.62687119,#N/A N/A,158292
488 HK Equity,20130630,46.24171908,4.099032435,3.161410618,278.6639572,1.108471349,0.079699035,53.31758031,852.323
119 HK Equity,20130630,3.855642469,10.02428216,0.201118516,24.13759096,5.186157749,2.248548252,5.141966373,20695.429
149 HK Equity,20130630,1.181581298,#N/A N/A,0.66005765,-32.66500163,#N/A N/A,0.104926393,-84.99419094,287.482
386 HK Equity,20130630,8.685909085,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,2719014
1299 HK Equity,20130630,38.42093155,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,20154
2626 HK Equity,20130630,#N/A N/A,15.15342781,3.978222904,1.825736477,7.839928517,2.686390718,-1.62535876,26086.733
689 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-211.1487968,#N/A N/A,0.317924662,-92.73436238,86.682
681 HK Equity,20130630,6.968752356,5.635232226,19.22117558,7.261185219,-0.434383609,1.287338221,#N/A N/A,996.2003802
197 HK Equity,20130630,#N/A N/A,#N/A N/A,8.316501058,-9.610581219,#N/A N/A,1.364325654,#N/A N/A,2019.805
1141 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,757.6
8266 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,531.611
757 HK Equity,20130630,#N/A N/A,#N/A N/A,3.071688305,-51.49462901,#N/A N/A,0.46800768,#N/A N/A,996.836
2328 HK Equity,20130630,10.71015799,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,162790
1898 HK Equity,20130630,4.319644134,7.829507566,10.01218685,14.72020433,1.35735508,0.818222995,12.61818945,87603.947
970 HK Equity,20130630,11.67594712,33.13656786,3.986381072,1.320287642,4.018533926,22.56805655,#N/A N/A,3015.555
916 HK Equity,20130630,10.79765249,9.762360594,7.23563223,34.96601292,5.4623424,0.245306732,24.01192491,17288.185
343 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,25.577
412 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,-22.349
716 HK Equity,20130630,4.64941656,4.373073296,4.452403688,7.542392074,-0.381455184,4.125747932,16.2856109,1536.608
379 HK Equity,20130630,#N/A N/A,92.70096752,7.539241137,12.45527405,3.444497163,0.442885561,20.54734683,263.27
639 HK Equity,20130630,4.677005541,4.022684027,11.67242622,48.48224699,-1.101700863,0.406286808,26.0817012,5650.59
8239 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-25.60059509,#N/A N/A,1.509592421,#N/A N/A,95.447
1918 HK Equity,20130630,36.67339278,6.46264466,0.42913889,22.48899273,2.835066394,34.76361016,36.9048293,20842.592
227 HK Equity,20130630,#N/A N/A,#N/A N/A,0.248371165,-21.24697423,#N/A N/A,0.389119783,-30.73062435,349.085
2007 HK Equity,20130630,25.76935002,7.094164902,0.533722895,27.90208986,2.072054738,1.118858047,-5.611756458,41890.984
8085 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,60.546
8100 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-246.3137539,#N/A N/A,1.02553297,#N/A N/A,4.137
136 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,163.27
559 HK Equity,20130630,#N/A N/A,#N/A N/A,10.46796387,-14.11844692,#N/A N/A,1.966662072,#N/A N/A,285.343
845 HK Equity,20130630,2.133042354,#N/A N/A,0.243412644,21.76428846,#N/A N/A,0.798904424,-0.529485709,8384.74
1080 HK Equity,20130630,1.929778498,11.44554781,3.84965336,4.995721472,2.458845277,2.79260416,10.14157632,2013.543
1171 HK Equity,20130630,5.862430902,11.65690509,30.69532376,8.218800738,2.853225522,0.908536403,11.18493004,58146.184
1101 HK Equity,20130630,#N/A N/A,47.99770074,2.779552131,1.980883941,35.76702848,0.438072066,-21.42108684,7956.347
1829 HK Equity,20130630,#N/A N/A,1.060807244,80.20050866,9.642613285,-8.498992564,9.920443829,34.01223973,21296.063
762 HK Equity,20130630,22.18303535,4.245995651,#N/A N/A,4.959877368,1.655836183,0.642140194,27.35461594,258333
1638 HK Equity,20130630,7.45387756,6.306720394,0.276630635,27.35716042,3.236328908,1.654403734,-5.883754272,11955.02
1278 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
67 HK Equity,20130630,4.689545336,3.890093522,25.60466652,39.90591185,0.660164952,0.531146134,40.4415776,4507.475
182 HK Equity,20130630,81.64397857,12.12350162,3.054969054,16.76794091,3.792933803,0.774987598,24.00049463,894.6419214
230 HK Equity,20130630,13.90159119,8.457289935,0.408318157,20.95937864,2.802829968,3.654332826,-10.86360147,4306.454
1798 HK Equity,20130630,48.60148755,11.26331362,#N/A N/A,47.97508708,9.119319046,0.100877152,41.25349844,4368.015
474 HK Equity,20130630,#N/A N/A,#N/A N/A,3.375812171,-54.71278076,#N/A N/A,1.447769784,#N/A N/A,100.62
883 HK Equity,20130630,7.57164795,4.388575971,#N/A N/A,35.19042754,-0.631626737,1.047715354,38.62139427,247627
120 HK Equity,20130630,522.7272619,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
832 HK Equity,20130630,9.181590829,4.919342825,0.49529569,26.10720906,1.490658556,4.079187522,8.858822916,6345.527
175 HK Equity,20130630,45.81782433,6.742023004,12.62289212,11.05887048,-0.150276379,2.941670557,17.4058354,24627.913
928 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,33.339
479 HK Equity,20130630,#N/A N/A,#N/A N/A,13.74910588,-4.324490065,#N/A N/A,215.5441631,#N/A N/A,348.966
830 HK Equity,20130630,#N/A N/A,#N/A N/A,3.738197701,-13.01040941,#N/A N/A,9.442918614,#N/A N/A,1295.847
2198 HK Equity,20130630,2.929781296,5.608930007,6.435781492,18.87835878,1.218017944,1.854279934,35.3400903,2521.448
692 HK Equity,20130630,#N/A N/A,#N/A N/A,7.753021545,-327.6235104,#N/A N/A,5.448699764,-292.4621081,17.286
1262 HK Equity,20130630,1.312672121,5.734843784,#N/A N/A,23.8536239,-0.691732462,#N/A N/A,21.86834376,1546.482
632 HK Equity,20130630,#N/A N/A,#N/A N/A,626.6398831,-9.152678218,#N/A N/A,5.242344666,-1.652723245,444.176
165 HK Equity,20130630,17.65187885,17.69062843,#N/A N/A,#N/A N/A,-0.695482803,3.677218754,#N/A N/A,1909.975
55 HK Equity,20130630,1.071428551,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,641.979
555 HK Equity,20130630,0.211793891,4.785523576,4.715461313,48.07914929,-0.048571601,6.091096021,19.79442926,1998.047
267 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
1333 HK Equity,20130630,8.93066881,5.476836491,3.16534795,18.96303447,1.307212926,1.507129351,2.511185678,13497.17
151 HK Equity,20130630,21.56012371,22.18217172,4.662368362,21.19474682,-0.620515187,3.076964585,18.33413574,21192.86236
123 HK Equity,20130630,5.775153961,6.629730701,0.121120704,59.17262986,2.677955837,0.727029116,-44.805636,8119.945
688 HK Equity,20130630,11.43650373,7.80447046,0.392016334,41.35217872,0.737507273,3.006075368,10.24111169,64580.694
1777 HK Equity,20130630,4.917348703,4.315661647,0.343578322,38.94402132,2.031047731,1.078692123,13.7519121,6230.05
596 HK Equity,20130630,#N/A N/A,#N/A N/A,11.27038371,-5.717080632,#N/A N/A,14.71270972,2.934989303,1841.097
884 HK Equity,20130630,#N/A N/A,3.870916,0.4465121,35.24915247,1.482184007,2.496209303,-1.042761933,8143.949
8158 HK Equity,20130630,#N/A N/A,#N/A N/A,1.174708819,-8288.983051,#N/A N/A,0.007692093,-1767.917676,0.826
1124 HK Equity,20130630,3.201219412,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,3717.094
2342 HK Equity,20130630,#N/A N/A,115.6535977,2.022699142,-1.545555907,1.434735277,7.376647929,2.611013306,6332.867
958 HK Equity,20130630,40.67546772,9.956351192,#N/A N/A,53.94677896,7.248355096,0.104541613,#N/A N/A,4026.904
1525037D HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
735 HK Equity,20130630,#N/A N/A,9.017509561,5.222412052,32.48688768,4.74849268,0.195204122,20.51580626,1818.9
8586 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,48.292
2222 HK Equity,20130630,363.8996449,17.07495557,3.975627337,2.511538198,-6.97476706,3.972908478,16.19684847,3546.035354
2366 HK Equity,20130630,2.472589069,6.314463855,1.004039328,15.46083235,2.870292364,5.112084669,#N/A N/A,620.193
1313 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3883 HK Equity,20130630,25.51742022,3.704641294,0.277277566,38.6226179,1.633181472,1.875104022,-73.86514269,3943.205
721 HK Equity,20130630,38.06125664,122.9302641,#N/A N/A,#N/A N/A,12.53013544,11.74925605,#N/A N/A,45.405
2318 HK Equity,20130630,31.73254028,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,355394
8103 HK Equity,20130630,#N/A N/A,#N/A N/A,0.833241079,-59.11259334,#N/A N/A,15.4128953,#N/A N/A,68.965
851 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
698 HK Equity,20130630,9.596174341,4.079275901,3.630784544,13.10595873,0.739764438,2.869936325,9.975291153,3408.091
419 HK Equity,20130630,#N/A N/A,34.88208736,3.363709724,-0.081016828,10.07645184,0.458179616,28.92167931,150.586
941 HK Equity,20130630,9.257839447,4.304420965,#N/A N/A,26.67282484,-1.481979003,1.162914417,42.38515,568350
91 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-405.4013901,#N/A N/A,0.726050485,21.0908898,37.694
83188 HK Equity,20130630,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A Field Not Applicable
82 HK Equity,20130630,58.66666635,19.21052945,77.05764967,6.087458054,-3.871342131,10.0413828,65.14786074,476.8
8215 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,60.729831
622 HK Equity,20130630,35.28932595,#N/A N/A,#N/A N/A,438.9742319,-14.37221382,0.392874525,10.67393459,40.36
1224 HK Equity,20130630,8.972610788,7.666900952,0.331637548,26.36653253,3.303786501,0.620022534,13.66631422,7432.699
1228 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-123.8800635,#N/A N/A,0.034676223,-51.64218559,120.297
1919 HK Equity,20130630,#N/A N/A,#N/A N/A,26.79480965,-10.05458954,#N/A N/A,0.987457528,-7.329161618,78931.238
3998 HK Equity,20130630,25.22950315,10.12502028,2.732456658,13.63788601,-0.807819166,10.27828128,#N/A N/A,9324.539
571 HK Equity,20130630,1.116122707,6.187281703,0.840862693,95.30073321,0.404665636,0.209500774,12.02098008,1581.119
587 HK Equity,20130630,2.462691636,4.021702164,7.797168906,53.62302973,-3.183496819,4.177078419,27.02919946,1443.143
17 HK Equity,20130630,4.602175415,8.029618035,0.459295684,48.7401152,2.850818759,0.40048345,-7.030166943,40972
729 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,53.397
497 HK Equity,20130630,2.602580834,3.555478265,0.124800445,79.7743249,0.074995432,1.656490127,#N/A N/A,1162.379
231 HK Equity,20130630,#N/A N/A,#N/A N/A,23.18729097,-42.39008314,#N/A N/A,0.008799338,#N/A N/A,26.702
445 HK Equity,20130630,#N/A N/A,16.97310233,8.620532956,0.066866595,-4.880095251,2.973707379,5.759187611,993.022
2357 HK Equity,20130630,30.81516728,10.19187706,1.393243203,7.411363051,-2.999519467,3.20371478,-3.418979394,16800.189
1051 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
3323 HK Equity,20130630,6.094055369,9.807876332,6.127020959,18.29935437,6.730803579,0.88933407,2.901661085,87217.629
1623 HK Equity,20130630,3.412717697,7.172118908,2.498677744,21.20445704,0.912959533,1.795687729,15.66667682,2264.373
8066 HK Equity,20130630,#N/A N/A,#N/A N/A,14.86426871,-7.392729424,#N/A N/A,2.648787391,#N/A N/A,129.141518
8356 HK Equity,20130630,#N/A N/A,18.40219656,6.973871658,-15.33400498,7.017444205,11.04277903,#N/A N/A,291.822
489 HK Equity,20130630,6.463615845,12.65104992,4.015232037,6.765918305,-2.798430253,2.277456647,6.096480769,58706
410 HK Equity,20130630,1.003779263,1.638601481,0.376288308,118.3755655,0.181675863,0.577391632,33.07636937,15305.129
3377 HK Equity,20130630,4.587484767,7.25086735,0.268623222,26.15514117,2.815758729,4.368025121,15.66268041,28657.796
1938 HK Equity,20130630,0.931335212,11.24091895,3.262493951,11.51152765,4.735459241,1.75341567,#N/A N/A,3925.995
680 HK Equity,20130630,#N/A N/A,117.0422994,0.088666729,-5.898182198,80.31634464,1.161296612,-1.735132844,1953.568
494 HK Equity,20130630,1.488263002,14.9255593,17.57433973,3.910150261,0.736563951,53.90519451,2.45367303,20221.806
1115 HK Equity,20130630,7.843867615,7.914373309,6.936496669,70.22417711,-2.466311361,2.314536736,76.18591012,682.05
498 HK Equity,20130630,1.492822353,#N/A N/A,4.60138086,-1.233380376,#N/A N/A,2.331010785,#N/A N/A,6497.59
286 HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-362.8554361,#N/A N/A,0.201376191,7.909199522,8.37
509 HK Equity,20130630,3.78927908,4.127227585,12.57503038,18.88199657,-0.659217858,1.684425505,#N/A N/A,1242.93
1700043D HK Equity,20130630,#N/A N/A,#N/A N/A,#N/A N/A,-14.81901461,#N/A N/A,#N/A N/A,#N/A N/A,1065.307
2380 HK Equity,20130630,6.556045004,10.40985232,#N/A N/A,20.19832626,7.748308286,0.329508474,#N/A N/A,17497.128
712 HK Equity,20130630,#N/A N/A,10.19318241,3.667266744,5.247778162,1.368849969,1.197784551,19.35960375,1025.615
